Age,Gender,Job Type,Daily Social Media Time,Number Of Notifications,Work Hours Per Day,Perceived Productivity Score,Actual Productivity Score,Stress Level,Sleep Hours,Screen Time Before Sleep,Breaks During Work,Uses Focus Apps,Has Digital Wellbeing Enabled,Coffee Consumption Per Day,Days Feeling Burnout Per Month,Weekly Offline Hours,Job Satisfaction Score,Social Platform Preference Facebook,Social Platform Preference Instagram,Social Platform Preference Telegram,Social Platform Preference Tiktok,Social Platform Preference Twitter,High Stress,Social Addicted,Low Sleep,Too Many Notifications,Burnout Risk,Job Optimism,Stress Sleep Ratio,Insomnia Pressure,Mins Per Notification,Distraction Load,Work To Social Ratio,Overbooked Hours,is_outlier
4,M,Education,0.199142673,67,8.368836473,3.530745974,3.286497453,7,6.994110461,0.574914889,9,0,0,4,15,21.81344577,4.191316604,0.0,0.0,0.0,0.0,1.0,1,0,0,1,1,Pessimistic Job,1.0008420712015975,7.041226773,0.1783367220895522,13.342559091,42.02432530871975,-8.437910393,True
1,F,Education,2.714766086,64,9.020635526,7.613389085,6.369884737,9,3.456146884,1.436511664,9,0,0,2,1,10.67888229,5.221184837,0.0,0.0,1.0,0.0,0.0,1,0,1,1,0,Pessimistic Job,2.604055991273084,40.894678044,2.545093205625,173.745029504,3.322803969196188,-8.808451504,True
4,F,Education,2.640881604,64,0.820565761,2.676602002,2.525069371,4,4.634413938,0.995399379,3,0,0,0,1,12.43426967,1.209707616,0.0,0.0,0.0,0.0,1.0,0,0,1,1,0,Pessimistic Job,0.8631080549801333,13.462344248,2.47582650375,169.016422656,0.3107166030302659,-15.904138697,True
1,M,Education,0.491700961,64,9.520759839,8.811638291,7.927956838,9,6.307748319,1.991576808,7,1,0,3,15,0.0,7.199796748,1.0,0.0,0.0,0.0,0.0,1,0,0,1,1,Pessimistic Job,1.426816598387492,15.230265129,0.4609696509375,31.468861504,19.36290671394478,-7.679790881000002,True
0,F,Education,3.122416218,64,6.32304415,3.35280997,2.730172835,9,3.201398051,0.444839479,0,1,0,0,13,11.03568231,2.086461742,0.0,1.0,0.0,0.0,0.0,1,0,1,1,1,Pessimistic Job,2.8112717808361034,43.187417541,2.9272652043750003,199.834637952,2.025048458802234,-11.353141581,True
2,M,Education,3.866838978,64,12.0,3.884938452,2.922686854,7,3.17355585,1.663287924,0,0,1,2,13,11.36227989,2.295391199,0.0,0.0,1.0,0.0,0.0,1,0,1,1,1,Pessimistic Job,2.20572768555499,33.78510905,3.625161541875,247.477694592,3.1033099822032466,-4.959605172,True
0,M,Education,5.321068253,60,4.079323982,5.19671504,4.45819858,9,4.617065848,0.664935828,9,0,0,2,13,10.76303034,5.134367968,1.0,0.0,0.0,0.0,0.0,1,1,1,1,1,Pessimistic Job,1.9492899378722484,30.446407368,5.321068253000001,319.26409518,0.7666362820473297,-9.982541917,True
2,M,Education,3.982103304,58,10.98788165,2.444677611,2.794896814,10,4.647342963,0.997920285,4,1,0,2,1,0.0,1.108058251,1.0,0.0,0.0,0.0,0.0,1,0,1,1,0,Pessimistic Job,2.151767166661765,33.52657037,4.119417211034483,230.961991632,2.7593160727303925,-4.382672082999999,True
0,M,Education,0.356055294,67,4.3170294,8.72578043,8.598111041,8,5.18722919,0.347772573,10,0,1,1,13,8.246445176,9.986338399,1.0,0.0,0.0,0.0,0.0,1,0,1,1,1,Pessimistic Job,1.5422491867956194,22.50216648,0.3188554871641791,23.855704698,12.124603882452032,-14.139686116,True
0,F,Education,0.904701883,54,0.886358865,5.153742042,5.251041301,3,5.921479783,0.552921481,10,0,1,2,20,17.71876818,4.981746378,0.0,1.0,0.0,0.0,0.0,0,0,1,1,1,Pessimistic Job,0.5066301177980397,6.235560651000001,1.0052243144444444,48.853901682,0.9797247929459656,-16.287459468999998,True
4,M,Education,0.690276007,52,9.746193368,7.388081534,7.277032379,6,9.233224919,1.783526635,8,0,0,3,25,17.15061644,8.131687015,1.0,0.0,0.0,0.0,0.0,1,0,0,1,1,Pessimistic Job,0.6498271246109564,0.0,0.7964723157692308,35.894352364,14.11927007336936,-4.330305706000001,True
0,M,Education,3.901832947,38,5.681233483,8.460725654,7.152295636,8,5.066207654,0.909794466,3,0,0,5,19,18.93725127,7.428158199,0.0,1.0,0.0,0.0,0.0,1,0,1,0,1,Pessimistic Job,1.579090425494825,23.470338768,6.1607888636842105,148.269651986,1.4560422140492013,-9.350725916000002,True
1,F,Education,1.380194118,71,11.32345267,4.177203111,3.765473072,5,5.847135537,1.48466236,7,0,0,1,28,0.72439736,3.817335748,0.0,0.0,1.0,0.0,0.0,0,0,1,1,1,Pessimistic Job,0.8551195655309469,10.764322315,1.1663612264788732,97.993782378,8.204246433399161,-5.449217675,True
3,F,Education,2.527028352,73,6.98782305,3.410168793,2.921784367,7,3.424363408,1.171049352,2,0,0,2,9,8.801429574,2.584587335,1.0,0.0,0.0,0.0,0.0,1,0,1,1,0,Pessimistic Job,2.044175563740284,32.029456144,2.0770096043835613,184.473069696,2.7652333399700617,-11.06078519,True
2,F,Education,2.205582522,46,9.639318954,7.560904637,7.619005461,8,7.767676984,1.03736302,1,0,0,2,10,33.26702454,6.982077866,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1,Pessimistic Job,1.029908944009714,1.8585841279999968,2.8768467678260867,101.456796012,4.370418634465404,-4.387421539999998,True
0,F,Education,1.250362846,54,9.14051873,7.715170442,7.223939933,6,6.425263986999999,0.905523693,3,0,0,1,29,26.04200502,7.47822779,0.0,0.0,0.0,0.0,1.0,1,0,0,1,1,Pessimistic Job,0.933813772031714,9.448416078000005,1.389292051111111,67.519593684,7.310292975547996,-7.183854437000001,True
1,F,Education,0.380406917,66,10.13402513,4.549707716,4.04243475,5,6.197321258,1.477779046,5,1,0,2,26,4.399134301,4.763443209,0.0,1.0,0.0,0.0,0.0,0,0,0,1,1,Pessimistic Job,0.8068001950916452,9.013393710000004,0.34582447,25.106856522,26.6399602034576,-7.2882466950000016,True
1,M,Education,17.41517959,49,4.103631645,4.988509514,4.656686983,1,6.498802521,1.498127753,10,1,0,1,27,6.838791309,6.089071831,1.0,0.0,0.0,0.0,0.0,0,1,0,0,1,Pessimistic Job,0.1538745017668463,1.501197479,21.32470970204082,853.34379991,0.235635333175453,4.017613756000003,True
1,F,Education,1.064504245,64,9.335775797,5.277379821,5.170375757,3,9.624433043,0.0,3,1,0,1,21,13.81663324,4.344272867,0.0,0.0,1.0,0.0,0.0,0,0,0,1,1,Pessimistic Job,0.3117066726524682,0.0,0.9979727296875,68.12827168,8.770069110433656,-3.975286914999998,True
0,F,Education,5.137728266,84,4.649494335,8.03991343,6.52615271,3,6.558298041,1.897618208,7,0,0,3,16,20.25365341,6.919343716,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1,Pessimistic Job,0.4574357525756125,4.325105877000001,3.6698059042857145,431.569174344,0.9049708537076608,-7.654479358,True
4,F,Education,7.73086059,65,7.715567715,7.749569819,6.825049577,9,5.844246452,0.346695973,6,0,0,5,18,2.737444423,7.276797474,0.0,0.0,1.0,0.0,0.0,1,1,1,1,1,Pessimistic Job,1.5399761241964818,19.401781932,7.136179006153846,502.50593835,0.9980218405413,-2.709325243000002,True
3,F,Education,0.442275683,64,8.087514656,3.42968411,3.034977295,9,9.044096125,1.127338529,3,0,0,3,25,5.577125484,3.694927479,0.0,0.0,0.0,0.0,1.0,1,0,0,1,1,Pessimistic Job,0.9951243192917744,0.0,0.4146334528124999,28.305643712,18.286139091214743,-6.426113536000003,True
0,M,Education,16.5068356,55,8.726328637,2.305085478,3.134268676,6,5.507324807,0.952169054,1,0,0,3,31,12.36757839,2.346999858,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,Pessimistic Job,1.089458168941442,14.956051158,18.007457018181817,907.875958,0.5286493940122601,6.740489043999997,True
2,F,Education,9.854061418,64,4.830493743,7.387873177,6.62102409,8,8.297496582,1.162454961,6,0,0,1,13,0.0,7.601434131,0.0,0.0,1.0,0.0,0.0,1,1,0,1,1,Pessimistic Job,0.9641462242183542,0.0,9.238182579375,630.659930752,0.49020333221958,-1.0179482570000005,True
0,F,Education,2.418559763,57,5.155339825,3.585637387,2.727740547,10,4.456352894,0.31416078,4,0,0,2,6,21.50478886,2.981206645,0.0,1.0,0.0,0.0,0.0,1,0,1,1,0,Pessimistic Job,2.243987457425987,35.43647106,2.5458523821052634,137.85790649100002,2.1315742963511792,-11.969747517999998,True
4,M,Education,7.260428556,67,4.331270625,5.702058997,4.970169053,7,6.151303271,0.671185104,2,0,0,3,16,9.678067743,5.448972724,0.0,0.0,0.0,1.0,0.0,1,1,0,1,1,Pessimistic Job,1.1379702303089392,12.940877103000002,6.50187631880597,486.448713252,0.5965585352975685,-6.256997548000001,True
1,M,Education,5.098178058,50,8.93572829,5.997632401,5.434369383,10,4.88003686,0.102815577,8,0,1,3,18,12.22717471,6.272395184,0.0,0.0,1.0,0.0,0.0,1,1,1,0,1,Pessimistic Job,2.049164849955662,31.1996314,6.1178136696,254.9089029,1.7527297376320865,-5.086056792000001,True
