Age,Gender,Job Type,Daily Social Media Time,Number Of Notifications,Work Hours Per Day,Perceived Productivity Score,Actual Productivity Score,Stress Level,Sleep Hours,Screen Time Before Sleep,Breaks During Work,Uses Focus Apps,Has Digital Wellbeing Enabled,Coffee Consumption Per Day,Days Feeling Burnout Per Month,Weekly Offline Hours,Job Satisfaction Score,Social Platform Preference Facebook,Social Platform Preference Instagram,Social Platform Preference Telegram,Social Platform Preference Tiktok,Social Platform Preference Twitter,High Stress,Social Addicted,Low Sleep,Too Many Notifications,Burnout Risk,Job Optimism,Stress Sleep Ratio,Insomnia Pressure,Mins Per Notification,Distraction Load,Work To Social Ratio,Overbooked Hours,is_outlier
0,F,Education,7.771064101,66,7.891885005,8.980910393,8.148674176,8,5.49779234,0.882227715,3,0,0,0,16,16.25952333,7.3339275345,0.0,1.0,0.0,0.0,0.0,1,1,1,1,1,Pessimistic Job,1.4551295329572234,20.01766128,7.064603728181818,512.890230666,1.0155475366603206,-2.8392585540000006,True
4,M,Education,3.815354694,63,5.849318365,7.105069843,5.27898112,5,6.403321347,1.0037091425,5,0,1,2,15,7.891546848,6.167567597,1.0,0.0,0.0,0.0,0.0,0,0,0,1,1,Pessimistic Job,0.7808447724308782,7.983393264999998,3.633671137142857,240.367345722,1.533099497721299,-7.932005594,False
4,F,Education,0.0,59,12.0,4.568912993,4.537952313,2,7.519270756,1.122642199,3,0,1,1,19,12.9539141,2.902720217,1.0,0.0,0.0,0.0,0.0,0,0,0,1,1,Pessimistic Job,0.265983240250273,0.961458488,0.0,0.0,0.0,-4.480729243999999,False
4,F,Education,1.998498161,62,5.234674307,3.781965285,3.41668238,6,5.137934041,1.147478929,2,1,0,2,6,1.0002807,3.735979369,0.0,0.0,0.0,0.0,1.0,1,0,1,1,0,Pessimistic Job,1.167784551557267,17.172395754,1.9340304783870967,123.906885982,2.6193040399800496,-11.628893491,False
3,F,Education,4.961831441,64,7.378880465,4.891663967,3.992221991,4,5.752985954,0.985379625,0,0,0,0,13,17.85197037,3.969424831,0.0,0.0,1.0,0.0,0.0,0,1,1,1,1,Pessimistic Job,0.6952911117780213,8.988056184000001,4.6517169759375,317.557212224,1.4871284026353122,-5.906302140000001,False
2,M,Education,3.415293905,57,10.73574736,3.189058425,2.880881203,9,5.568014288,0.9828921,7,0,1,2,24,5.838623987,3.32958594,1.0,0.0,0.0,0.0,0.0,1,0,1,1,1,Pessimistic Job,1.6163751625775282,21.887871408,3.595046215789474,194.671752585,3.143432939777989,-4.280944447,False
2,F,Education,2.883114577,46,10.29115457,6.330843083,6.163995819,2,6.478918185,0.968830012,7,1,0,4,12,5.692780511,5.878708829,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,Pessimistic Job,0.308693510689856,3.0421636299999992,3.760584230869565,132.623270542,3.569457368117632,-4.346812667999998,False
4,F,Education,4.214967949,55,4.934454899,4.2872553205,3.590933947,7,5.425739988,0.0,3,0,0,4,25,9.268515295,5.309409432,1.0,0.0,0.0,0.0,0.0,1,1,1,1,1,Pessimistic Job,1.2901466003682005,18.019820084,4.598146853454546,231.823237195,1.1706980832845235,-9.424837164,False
1,F,Education,16.9200344,59,7.653519808,7.037792802,6.685887301,10,10.0,2.214960067,2,1,0,1,29,6.110644135,5.162852938,0.0,0.0,0.0,1.0,0.0,1,1,0,1,1,Pessimistic Job,1.0,0.0,17.206814644067794,998.2820296,0.4523347664115861,10.573554207999996,True
0,M,Education,7.052101829,77,9.091576044,4.633645493,4.821582441,10,5.291479932,2.115617524,4,1,0,5,22,5.301974677,4.615414407,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,Pessimistic Job,1.8898304686984495,27.085200680000003,5.495144282337662,543.011840833,1.289200902717141,-2.564842194999997,True
2,M,Education,2.753970994,57,7.060827572,3.77701326,3.555833601,2,7.327147052,1.21343165,7,1,0,0,25,16.0205738,3.820658199,0.0,0.0,0.0,1.0,0.0,0,0,0,1,1,Pessimistic Job,0.2729575352870917,1.345705896,2.898916835789473,156.97634665799998,2.563871437783197,-6.858054381999999,False
1,F,Education,1.034211723,65,6.353173663,7.158242901,6.313199382,6,6.776592502,0.63679855,9,1,0,1,7,4.682446314,6.862679056,0.0,0.0,0.0,1.0,0.0,1,0,0,1,0,Pessimistic Job,0.8854007376464202,7.340444988000002,0.9546569750769232,67.223761995,6.143010683122956,-9.836022112,False
3,M,Education,4.763714705,73,1.770215271,4.729526171,4.037914018,4,4.851687428,1.817967771,4,0,1,0,22,9.806192206,2.22346621,0.0,0.0,1.0,0.0,0.0,0,1,1,1,1,Pessimistic Job,0.8244554207913825,12.593250288,3.915381949315068,347.751173465,0.3716039646836911,-12.614382596,False
0,F,Education,0.930711643,45,5.317051894,5.153697304,4.909046678,6,3.0,1.015145825,3,0,0,2,30,27.42151729,4.592660937,0.0,0.0,0.0,0.0,1.0,1,0,1,0,1,Pessimistic Job,2.0,30.0,1.2409488573333332,41.882023935,5.712888555752171,-14.752236463,True
2,O,Education,4.50944656,52,4.762355604,5.545347275,4.332096859,9,3.716798758,1.417432519,0,0,0,3,6,8.814481824,4.381199901,0.0,0.0,0.0,1.0,0.0,1,1,1,1,0,Pessimistic Job,2.4214386050975967,38.54881117800001,5.203207569230769,234.49122112,1.056084275672179,-11.011399078,True
4,M,Education,2.5222855895,53,7.089197129,5.173146837,4.118792291,2,6.611805207,1.379805276,6,1,1,3,16,11.024754,4.343156142,0.0,0.0,0.0,1.0,0.0,0,0,0,1,1,Pessimistic Job,0.3024892502704973,2.7763895860000005,2.8554176484905662,133.6811362435,2.8106242839873308,-7.776712074500001,False
3,F,Education,3.405246409,75,6.897802397,8.085482417,7.720169389,2,7.223064957,1.896948552,10,0,0,1,24,15.16512936,6.502256748,0.0,0.0,1.0,0.0,0.0,0,0,0,1,1,Pessimistic Job,0.2768907675489979,1.553870086,2.7241971272,255.393480675,2.025639724270538,-6.473886237000002,False
3,F,Education,1.841542456,63,5.996922229,8.379836636,7.636426328,5,7.920335228,0.87224009,8,0,1,2,15,15.62564402,7.602622893,0.0,0.0,0.0,1.0,0.0,0,0,0,1,1,Pessimistic Job,0.6312864109998755,0.3983238600000005,1.7538499580952382,116.017174728,3.256466995621631,-8.241200087,False
4,F,Education,4.855952693,48,8.610904873,3.105534018,2.596751016,5,4.950528154,1.067453874,8,0,0,3,5,15.41830372,3.772482464,0.0,0.0,0.0,1.0,0.0,0,1,1,0,0,Pessimistic Job,1.0099932460660843,15.24735923,6.06994086625,233.085729264,1.7732678667592614,-5.582614279999998,False
0,M,Education,0.364595445,55,7.076760017,3.684224281,2.851249335,7,8.088519665,0.161909402,8,1,0,1,16,24.76892196,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,1,Pessimistic Job,0.8654241183698723,0.0,0.3977404854545455,20.052749475,19.409896953046136,-8.470124873,True
2,F,Education,3.254424185,75,7.727943649,8.3512455965,7.734714236,3,5.94364002,1.007180347,1,0,0,1,15,11.08644961,8.563918689,0.0,0.0,0.0,0.0,1.0,0,0,1,1,1,Pessimistic Job,0.5047412006624183,6.16907994,2.603539348,244.081813875,2.3745963063508886,-7.073992146000002,False
0,F,Education,2.910980954,58,5.965584831,7.062095432,6.046388089,6,6.522382425,0.524835489,8,0,0,3,6,1.429942082,6.708473437,0.0,0.0,0.0,1.0,0.0,1,0,0,1,0,Pessimistic Job,0.9199092615303064,8.86570545,3.0113596075862064,168.83689533199998,2.049338324526874,-8.60105179,False
1,M,Education,0.982702952,50,6.194991155,5.41379112,4.817503059,1,4.792781774,0.215473048,9,0,0,2,29,5.405635368,6.176869152,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,Pessimistic Job,0.2086470962280871,3.207218226,1.1792435424,49.1351476,6.304032304362102,-12.029524119,False
2,M,Education,1.62474072,61,3.359528858,5.790587019,5.937686767,3,6.778033186,0.249925464,10,0,0,1,8,13.40013048,5.288411231,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,Pessimistic Job,0.4426062720077098,3.665900442,1.598105626229508,99.10918392,2.0677322951566084,-12.237697236,False
1,M,Education,3.670572517,65,5.638468535,7.028688327,6.218468571,4,6.504669024,1.195338836,7,1,0,1,17,21.58490757,6.389729025,1.0,0.0,0.0,0.0,0.0,0,0,0,1,1,Pessimistic Job,0.6149428949023187,5.981323904,3.388220784923077,238.587213605,1.53612781354566,-8.186289923999999,False
2,F,Education,5.469999836,54,7.997455353,7.655601246,6.730870301,5,5.518455059,1.000181572,3,0,0,1,2,6.74537735,6.634551704,1.0,0.0,0.0,0.0,0.0,0,1,1,1,0,Pessimistic Job,0.9060506874737604,12.407724705,6.077777595555556,295.37999114400003,1.4620576952061173,-5.014089752,False
3,M,Education,6.687815095,60,6.74791125,5.749934995,5.637825269,5,6.27769103,0.773709639,0,0,1,1,28,19.33262197,5.20013559,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1,Pessimistic Job,0.7964711828132135,8.611544850000001,6.687815095,401.2689057,1.0089859175450184,-4.286582625000001,False
2,M,Education,6.731271339,56,7.532700146,2.407170388,2.798224738,1,8.896019768,0.0,2,1,1,3,14,20.05682274,2.836391615,0.0,0.0,1.0,0.0,0.0,0,1,0,1,1,Pessimistic Job,0.1124098221540732,0.0,7.212076434642857,376.951194984,1.119060540964474,-0.8400087469999988,False
2,M,Education,1.833535002,74,9.234204505,2.119749801,1.385541386,8,6.281987297,0.697837565,9,1,1,0,25,21.28241698,1.45730154,0.0,0.0,0.0,1.0,0.0,1,0,0,1,1,Pessimistic Job,1.2734823586511306,13.744101624000002,1.4866500016216215,135.681590148,5.036284824084312,-6.6502731960000006,False
3,F,Education,0.321587968,53,8.081292099,3.855392602,3.209261435,6,6.888419619,1.843046044,10,1,1,6,31,0.68910636,3.86308786,0.0,0.0,0.0,1.0,0.0,1,0,0,1,1,Pessimistic Job,0.8710270761453738,6.669482285999997,0.3640618505660377,17.044162304,25.129335992446087,-8.708700314,True
3,M,Education,1.573208742,68,10.0307672,6.992674892,6.471647511,3,7.738969959,0.457661415,3,0,1,0,26,1.86115115,8.785547163,1.0,0.0,0.0,0.0,0.0,0,0,0,1,1,Pessimistic Job,0.3876484875756836,0.7830901229999991,1.388125360588235,106.978194456,6.375992538185374,-4.657054099,False
2,M,Education,3.671706136,52,7.062818664,6.709020881,6.922493701,5,8.194597751,1.81664956,8,0,0,2,5,17.85249306,6.385379437,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,Pessimistic Job,0.6101580763241053,0.0,4.236584003076923,190.928719072,1.923579502932203,-5.070877449000001,False
2,M,Education,4.192734844,61,6.915819796,2.676808129,2.037798365,1,6.105820652,0.424955895,3,0,0,1,2,13.10269378,1.226951572,0.0,0.0,0.0,1.0,0.0,0,1,0,1,0,Pessimistic Job,0.1637781482612732,1.894179348,4.12400148590164,255.756825484,1.6494770247388435,-6.785624708,False
2,F,Education,3.202080194,68,7.898410925,5.009851277,4.445403087,8,8.415393048,1.286232379,9,0,0,3,17,20.67001243,5.184829597,0.0,0.0,1.0,0.0,0.0,1,0,0,1,1,Pessimistic Job,0.95063890116235,0.0,2.825364877058824,217.741453192,2.4666499420595085,-4.484115832999997,False
4,M,Education,2.924201204,58,6.66828652,8.129527081,7.461380831,1,6.950769797,1.0195128355,8,0,0,2,23,13.1402991,7.676494905,1.0,0.0,0.0,0.0,0.0,0,0,0,1,1,Pessimistic Job,0.1438689568501616,1.0492302029999996,3.025035728275862,169.603669832,2.2803788299103647,-7.456742478999999,False
4,M,Education,2.785758539,55,5.948751343,5.677249645,4.363401793,4,6.936350645,1.574140421,0,0,1,3,10,14.09864583,4.054701782,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,Pessimistic Job,0.57667211545647,4.25459742,3.039009315272728,153.216719645,2.135415277282221,-8.329139473000001,False
3,F,Education,1.084117955,50,8.533332661,4.632688056,3.543407678,8,8.639269732,1.947147077,9,0,0,1,19,1.753884822,1.828656621,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,Pessimistic Job,0.926004193429436,0.0,1.300941546,54.20589775,7.871221596915623,-5.743279651999998,True
0,F,Education,3.4267594725,63,7.529503757,2.462653991,2.118733771,9,8.031418627,1.0181826745,4,0,0,2,11,10.50325934,2.5404612755,0.0,0.0,0.0,0.0,1.0,1,0,0,1,1,Pessimistic Job,1.1205990395948016,0.0,3.26358045,215.8858467675,2.1972664896456338,-5.0123181435,False
4,M,Education,1.907602642,67,7.245718605,3.07352803,2.451284007,10,8.225219562,0.038217813,3,0,0,2,27,5.224581638,2.629284233,0.0,0.0,0.0,1.0,0.0,1,0,0,1,1,Pessimistic Job,1.2157730167106269,0.0,1.7083008734328358,127.809377014,3.7983374763013145,-6.621459191,False
3,M,Education,0.0,70,8.096452164,3.331995181,2.874358569,4,6.668138496,0.985497496,1,1,0,1,29,6.878620886,3.617919317,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,Pessimistic Job,0.5998675645983463,5.327446016,0.0,0.0,0.0,-9.23540934,False
4,F,Education,4.739932013,47,8.868281923,6.427572017,6.052536218,7,6.853172483,2.06568357,1,0,1,1,8,12.66228582,6.046777355,0.0,0.0,0.0,1.0,0.0,1,1,0,0,0,Pessimistic Job,1.0214247514365384,8.027792619000001,6.05097703787234,222.776804611,1.8709723891982752,-3.538613581,False
3,M,Education,2.125380031,55,5.791121661,6.693493685,5.877855465,2,6.248866491,1.775210584,4,0,0,1,1,4.493794208,5.204513274,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,Pessimistic Job,0.3200580461881402,3.5022670179999995,2.3185963974545456,116.895901705,2.7247464343001533,-9.834631816999998,False
1,M,Education,0.0,58,6.631613206,8.137151071,8.149938649,2,5.423655691,0.618939846,8,0,0,1,6,9.076481954,7.024251242,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0,Pessimistic Job,0.3687549715441551,5.152688618000001,0.0,0.0,0.0,-11.944731103,False
1,F,Education,2.778872425,52,8.462740814,5.244944312,4.942550035,2,7.12675031,0.160996862,5,1,0,4,29,19.97369388,2.999095845,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,Pessimistic Job,0.2806328148179503,1.7464993799999995,3.2063912596153843,144.50136609999998,3.045386588410945,-5.631636450999999,False
2,M,Education,5.935328636,49,8.242798788,5.179106583,5.076512528,9,7.196600539,0.979938255,1,0,0,2,16,8.210807524,5.446632441,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,Pessimistic Job,1.25059046298693,7.230595148999997,7.267749350204083,290.831103164,1.3887687259647807,-2.625272037000002,False
0,M,Education,9.456963004,61,4.324902334,4.66787712,4.69039129,7,7.859988609,0.412412806,9,1,0,0,27,2.295044574,6.346778931,0.0,0.0,0.0,1.0,0.0,1,1,0,1,1,Pessimistic Job,0.8905865324009148,0.9800797369999988,9.301930823606558,576.874743244,0.4573246540322407,-2.3581460529999987,True
2,M,Education,3.383697067,64,6.985475152,3.817345377,3.693843674,5,6.591490583,0.750942669,8,0,0,2,26,8.886955193,3.866412214,0.0,0.0,1.0,0.0,0.0,0,0,0,1,1,Pessimistic Job,0.7585537651977254,7.042547085000002,3.1722160003125,216.556612288,2.064450514830913,-7.039337198000002,False
4,F,Education,2.911780959,61,11.20773925,6.581159367,5.911638074,10,8.426519691,0.940664645,8,0,0,3,11,25.95623782,4.747528877,1.0,0.0,0.0,0.0,0.0,1,0,0,1,1,Pessimistic Job,1.186729559379131,0.0,2.864046844918033,177.618638499,3.8491010854913688,-1.4539601000000033,False
1,F,Education,3.838301496,65,9.606261492,6.929128233,6.23372563,8,8.320271562,1.479090478,4,0,0,3,15,7.645331537,6.277853992,0.0,1.0,0.0,0.0,0.0,1,0,0,1,1,Pessimistic Job,0.9615070782710108,0.0,3.5430475347692307,249.48959724,2.502737604643864,-2.23516545,False
4,M,Education,1.750084192,52,7.52797775,2.530919697,2.484460797,10,5.911889089,0.793958809,3,0,0,0,6,0.003690874,2.160343959,0.0,0.0,1.0,0.0,0.0,1,0,1,1,0,Pessimistic Job,1.6915066993740755,20.881109110000004,2.019327913846154,91.004377984,4.301494627751029,-8.810048969,False
1,F,Education,2.815110316,44,5.08778883,2.779133975,3.074708604,1,6.619321396,2.371588951,0,0,0,3,25,17.12260471,4.094650231,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,Pessimistic Job,0.151072888016027,1.380678604,3.838786794545455,123.864853904,1.8073141933667651,-9.477779458,False
0,F,Education,0.0,68,9.846546398,5.823487088,5.15618872,10,5.347061725,0.732441197,8,0,1,1,24,4.373459416,4.8272297785,0.0,1.0,0.0,0.0,0.0,1,0,1,1,1,Pessimistic Job,1.8701860038842173,26.529382750000003,0.0,0.0,0.0,-8.806391877000001,False
3,F,Education,4.784844595,61,8.467633474,6.825682939,5.572952905,4,7.465654932,0.348836916,1,1,0,2,28,13.56459226,4.44643757,0.0,0.0,0.0,1.0,0.0,0,1,0,1,1,Pessimistic Job,0.5357868849328704,2.137380272000001,4.706404519672131,291.875520295,1.769677845514228,-3.281866999000002,False
2,O,Education,4.590474207,55,8.372501484,8.094632279,8.22554807,5,6.536958159,0.839746139,8,0,0,2,22,16.63602281,7.486168503,1.0,0.0,0.0,0.0,0.0,0,1,0,1,1,Pessimistic Job,0.7648817505610104,7.315209204999999,5.007790044,252.476081385,1.823885966123674,-4.500066149999999,False
4,F,Education,0.0,64,6.91967783,7.223911171,6.154323839,5,6.072375747,1.190174533,6,1,0,1,1,6.924473268,7.287067655,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,Pessimistic Job,0.8234009567787703,9.638121265000002,0.0,0.0,0.0,-11.007946423,False
4,M,Education,2.360656952,62,8.172144269,2.452408508,1.498791379,1,6.504117201,1.0146035135,0,1,0,1,1,24.69467215,1.863690162,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,Pessimistic Job,0.1537487669881242,1.4958827990000003,2.2845067277419355,146.360731024,3.461809333235133,-6.963081578000001,False
2,F,Education,2.099634209,61,7.731222167,3.814683559,3.44107707,4,6.423205167,0.473275976,1,1,0,1,19,8.353168665,2.970597655,1.0,0.0,0.0,0.0,0.0,0,0,0,1,1,Pessimistic Job,0.6227420572754686,6.3071793320000005,2.0652139760655737,128.077686749,3.682175749404548,-7.745938457000001,False
3,F,Education,3.497815654,80,6.478883231,5.127393915,4.669826291,9,7.925810428,1.476773095,7,0,0,1,19,18.56896697,4.517753511,0.0,0.0,1.0,0.0,0.0,1,0,0,1,1,Pessimistic Job,1.135530565834018,0.6677061479999988,2.6233617405,279.82525232,1.852265491347704,-6.097490686999997,False
0,M,Education,1.965580162,59,4.711574116,4.967741768,4.396133891,1,5.713246247,1.186282922,0,0,0,1,19,7.260245836,3.648124034,0.0,0.0,1.0,0.0,0.0,0,0,1,1,1,Pessimistic Job,0.1750318394774416,2.286753753,1.99889508,115.969229558,2.3970399208780786,-11.609599475,False
2,F,Education,4.051643486,57,7.595096283,8.207738758,7.921852386,3,4.648586139,1.215360198,6,1,0,4,27,8.641981613,7.645269496,0.0,1.0,0.0,0.0,0.0,0,1,1,1,1,Pessimistic Job,0.6453575152305036,10.054241583,4.26488788,230.943678702,1.8745717162045488,-7.704674092000001,False
4,M,Education,1.972013281,65,5.159950881,6.04046917,6.085000522,5,7.146899003,1.996866595,8,0,1,3,26,0.0,5.752281797,1.0,0.0,0.0,0.0,0.0,0,0,0,1,1,Pessimistic Job,0.699604121717851,4.2655049850000015,1.820319951692308,128.180863265,2.6165903296469737,-9.721136835,False
0,F,Education,1.653590851,50,9.478013654,4.081946571,3.777996537,7,6.554199479,1.365321071,9,0,0,5,11,10.15229377,4.01437523,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1,Pessimistic Job,1.0680175393544808,10.120603647,1.9843090212,82.67954255,5.731776786421032,-6.314196016,False
4,F,Education,3.710724571,71,5.589106468,2.878615883,2.519673619,6,6.185399321,0.994207351,1,1,0,2,20,18.52844683,2.403423733,0.0,0.0,1.0,0.0,0.0,1,0,0,1,1,Pessimistic Job,0.9700262971914276,10.887604074,3.1358235811267607,263.461444541,1.506203535471186,-8.514769639999999,False
1,O,Education,3.818893527,48,8.039651861,3.600287091,2.872207227,8,6.519398665,1.143011871,3,0,0,2,5,1.058419088,0.733733337,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,Pessimistic Job,1.2271070402472466,11.844810680000002,4.77361690875,183.306889296,2.10523069160184,-5.622055947,False
3,M,Education,0.0,71,8.457353071,2.343619405,1.2823092,4,6.525712806,0.342558222,0,0,1,1,23,4.740289871,1.863218597,0.0,0.0,0.0,1.0,0.0,0,0,0,1,1,Pessimistic Job,0.6129598587792955,5.897148776000002,0.0,0.0,0.0,-9.016934123,False
2,M,Education,5.750805384,61,5.872644396,5.961369382,5.518355046,10,6.384433551,0.693945281,5,1,1,4,16,24.38543094,5.593357881,0.0,1.0,0.0,0.0,0.0,1,1,0,1,1,Pessimistic Job,1.5663096686837144,16.15566449,5.65652988590164,350.799128424,1.0211864258767966,-5.992116668999998,False
4,F,Education,1.997688954,61,1.740641753,3.5729635905,2.805408877,8,7.406765435,0.517079324,3,0,0,4,28,19.07294208,4.670649096,0.0,0.0,1.0,0.0,0.0,1,0,0,1,1,Pessimistic Job,1.08009360768963,4.745876520000003,1.9649399547540984,121.859026194,0.8713277157160474,-12.854903858,False
2,M,Education,3.62610939,52,6.416984003,6.372705536,5.625015944,7,5.578737865,0.688444293,10,0,0,2,14,7.15978092,5.85285989,0.0,0.0,0.0,1.0,0.0,1,0,1,1,1,Pessimistic Job,1.2547641006609656,16.948834945,4.183972373076923,188.55768828,1.7696608990055869,-8.378168742,False
3,O,Education,2.927360116,69,9.877950536,8.932878293,7.630382529,3,5.015221063,0.71844134,4,1,1,3,22,0.0,9.903955629,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,Pessimistic Job,0.5981790159027333,8.954336811,2.5455305356521736,201.987848004,3.3743544164622348,-6.179468284999999,False
0,M,Education,3.422874877,68,7.859985815,4.761978202,5.127166266,6,5.990879339,0.363823422,2,1,0,1,18,3.523809178,5.897514082,0.0,0.0,0.0,0.0,1.0,1,0,1,1,1,Pessimistic Job,1.001522424419505,12.054723966,3.020183715,232.755491636,2.296311170418515,-6.726259969000001,False
